x
1	GSM340547
2	GSM340548
3	GSM340549
4	GSM340550
5	GSM340551
6	GSM340552
7	GSM340553
8	GSM340554
9	GSM340555
10	GSM340556
11	GSM340557
12	GSM340558
13	GSM340559
14	GSM340560
15	GSM340561
16	GSM340562
17	GSM340563
18	GSM340564
19	GSM340565
20	GSM340566
21	GSM340567
22	GSM340568
23	GSM340569
24	GSM340570
25	GSM340571
26	GSM340572
27	GSM340573
28	GSM340574
29	GSM340575
30	GSM340576
31	GSM340577
32	GSM340578
33	GSM340579
34	GSM340580
35	GSM340581
36	GSM340582
37	GSM340583
38	GSM340584
39	GSM340585
40	GSM340586
41	GSM340587
42	GSM340588
43	GSM340589
44	GSM340590
45	GSM340591
46	GSM340592
47	GSM340593
48	GSM340594
49	GSM340595
50	GSM340596
51	GSM340597
52	GSM340598
53	GSM340599
54	GSM340600
55	GSM340601
56	GSM340602
57	GSM340603
58	GSM340604
